__Manufacturer,_Model,_Type Designator,_Description,_Engine Type,_Engine Count,__WTC
CICARE,CH-14 Aguilucho,CH14,Helicopter,Turboprop/Turboshaft,1,L
COMMONWEALTH (1),BA-206 Kiowa,B06,Helicopter,Turboprop/Turboshaft,1,L
COMMONWEALTH (1),CA-32 Kiowa,B06,Helicopter,Turboprop/Turboshaft,1,L
CONTINENTAL COPTERS,El Tomcat,ELTO,Helicopter,Piston,1,L
CRAE,Dragon Fly,DRAG,Helicopter,Piston,1,L
CURTI,Zefhir,ZEFR,Helicopter,Turboprop/Turboshaft,1,L
DENEL,A-109,A109,Helicopter,Turboprop/Turboshaft,2,L
DENEL,A-119 Koala,A119,Helicopter,Turboprop/Turboshaft,1,L
DENEL,AH-2 Rooivalk,RVAL,Helicopter,Turboprop/Turboshaft,2,M
DENEL,CSH-2 Rooivalk,RVAL,Helicopter,Turboprop/Turboshaft,2,M
DF HELICOPTERS,Dragon,DRAG,Helicopter,Piston,1,L
DIRGANTARA INDONESIA,NAS-332 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
DIRGANTARA INDONESIA,NBO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
DIRGANTARA INDONESIA,NBell-412,B412,Helicopter,Turboprop/Turboshaft,2,L
DORNIER,UH-1,UH1,Helicopter,Turboprop/Turboshaft,1,L
DRAGON FLY,Dragon Fly,DRAG,Helicopter,Piston,1,L
DTA,J-RO,JRO,Gyrocopter,Piston,1,L
DYNALI,H-3 EasyFlyer,DYH3,Helicopter,Piston,1,L
DYNALI,H-3 Sport,DYH3,Helicopter,Piston,1,L
DYNALI,H-2,DYH2,Helicopter,Piston,1,L
EAGLE COPTERS,212S Eagle Single,UH1,Helicopter,Turboprop/Turboshaft,1,L
EHI,CH-149 Cormorant,EH10,Helicopter,Turboprop/Turboshaft,3,M
EHI,EH-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
EHI,EH-101 Merlin,EH10,Helicopter,Turboprop/Turboshaft,3,M
EHI,SH-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
EHI,UH-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
EICH,JE-2 Gyroplane,JE2,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-07,ELA7,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-07 Cougar,ELA7,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-07 Scorpion,ELA7,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-07 Agro,ELA7,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-10 Eclipse,EL10,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-08,ELA7,Gyrocopter,Piston,1,L
ELA AVIACION,ELA-G8 Cruser,ELA7,Gyrocopter,Piston,1,L
ENSTROM,280 Shark,EN28,Helicopter,Piston,1,L
ENSTROM,480,EN48,Helicopter,Turboprop/Turboshaft,1,L
ENSTROM,F-28,EN28,Helicopter,Piston,1,L
ENSTROM,F-28 Falcon,EN28,Helicopter,Piston,1,L
ENSTROM,F-28 Sentinel,EN28,Helicopter,Piston,1,L
ENSTROM,TH-28,EN48,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,EC-725 Caracal,EC25,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-350 Stylence,AS50,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-355 Stylence,AS55,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-120 Stylence,EC20,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,EC-130 Stylence,EC30,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-332C Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-350 Squirrel,AS50,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-355 Twin Squirrel,AS55,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,AS-332L1 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-332L2 Super Puma Mk2,AS3B,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-332M1 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-350 AStar,AS50,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-350 Ecureuil,AS50,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-350 SuperStar,AS50,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-355 Ecureuil 2,AS55,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,AS-355 TwinStar,AS55,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,AS-365 Dauphin 2,AS65,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,AS-532A2 Cougar Mk2,AS3B,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-532AL Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-532SC Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-532U2 Cougar Mk2,AS3B,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-532UC Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-532UL Cougar,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,AS-550 Fennec,AS50,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,AS-555 Fennec,AS55,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,AS-565 Atalef,AS65,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,AS-565 Panther,AS65,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,BO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,BO-105 Super Five,B105,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-120 Colibri,EC20,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,EC-130,EC30,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,EC-135,EC35,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-155,EC55,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-225 Super Puma Mk2+,EC25,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,EC-635,EC35,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-665 Tiger,TIGR,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-665 Tigre,TIGR,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,EC-725 Cougar Mk2+,EC25,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,Hkp10 Super Puma,AS32,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER,HM-1 Panther,AS65,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER,SA-315 Lama,LAMA,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,SA-342 Gazelle,GAZL,Helicopter,Turboprop/Turboshaft,1,L
EUROCOPTER,X-3,X3,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-HARBIN,EC-175,EC75,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER-HARBIN,Z-15,EC75,Helicopter,Turboprop/Turboshaft,2,M
EUROCOPTER-KAWASAKI,EC-145 Stylence,EC45,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,H-72 Lakota,EC45,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,BK-117B,BK17,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,BK-117C-1,BK17,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,BK-117C-2,EC45,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,EC-145,EC45,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,UH-145,EC45,Helicopter,Turboprop/Turboshaft,2,L
EUROCOPTER-KAWASAKI,UH-72 Lakota,EC45,Helicopter,Turboprop/Turboshaft,2,L
F+W EMMEN,SE-3160 Alouette 3,ALO3,Helicopter,Turboprop/Turboshaft,1,L
FAIRCHILD (1),FH-1100,FH11,Helicopter,Turboprop/Turboshaft,1,L
FAIRCHILD (1),F-18 Flymobil,UM18,Gyrocopter,Piston,1,L
FAIRCHILD HILLER,E4,UH12,Helicopter,Piston,1,L
FAIRCHILD HILLER,FH-1100,FH11,Helicopter,Turboprop/Turboshaft,1,L
FAIRCHILD HILLER,L3,UH12,Helicopter,Piston,1,L
FAIRCHILD HILLER,L4,UH12,Helicopter,Piston,1,L
FAIRCHILD HILLER,OH-23 Raven,UH12,Helicopter,Piston,1,L
FAIRCHILD HILLER,SL3,UH12,Helicopter,Piston,1,L
FAIRCHILD HILLER,SL4,UH12,Helicopter,Piston,1,L
FAIRCHILD HILLER,UH-12E,UH12,Helicopter,Piston,1,L
FAMA,K-209 KISS,K209,Helicopter,Turboprop/Turboshaft,1,L
FARRINGTON,Twinstar,TSTR,Gyrocopter,Piston,1,L
FD-COMPOSITES,ArrowCopter,AC10,Gyrocopter,Piston,1,L
FINMECCANICA,AW-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
FINMECCANICA,HH-101 Caesar,EH10,Helicopter,Turboprop/Turboshaft,3,M
FINMECCANICA,AW-189,A189,Helicopter,Turboprop/Turboshaft,2,M
FINMECCANICA,AW-139,A139,Helicopter,Turboprop/Turboshaft,2,L
FINMECCANICA,AW-119 Koala,A119,Helicopter,Turboprop/Turboshaft,1,L
FINMECCANICA,AW-159 Lynx Wildcat,LYNX,Helicopter,Turboprop/Turboshaft,2,L
FINMECCANICA,AW-159 Wildcat,LYNX,Helicopter,Turboprop/Turboshaft,2,L
FINMECCANICA,AW-109 Power,A109,Helicopter,Turboprop/Turboshaft,2,L
FINMECCANICA,AW-109 GrandNew,A109,Helicopter,Turboprop/Turboshaft,2,L
FINMECCANICA,AW-169,A169,Helicopter,Turboprop/Turboshaft,2,L
FINMECCANICA,ICH-47 Chinook,H47,Helicopter,Turboprop/Turboshaft,2,M
FUJI,204,UH1,Helicopter,Turboprop/Turboshaft,1,L
FUJI,205,UH1,Helicopter,Turboprop/Turboshaft,1,L
FUJI,AH-1 HueyCobra,HUCO,Helicopter,Turboprop/Turboshaft,1,L
FUJI,AH-64 Longbow Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
FUJI,UH-1,UH1,Helicopter,Turboprop/Turboshaft,1,L
GLOBAL,Huey 800,UH1,Helicopter,Turboprop/Turboshaft,1,L
GROEN,H2X Hawk 3,HAW3,Gyrocopter,Piston,1,L
GROEN,Hawk 4,HW4P,Gyrocopter,Piston,1,L
GROEN,Jet Hawk 4T,HW4T,Gyrocopter,Turboprop/Turboshaft,1,L
GROEN,Revcon 6G,REV6,Gyrocopter,Turboprop/Turboshaft,1,L
GUIMBAL,G-2 Cabri,G2CA,Helicopter,Piston,1,L
HALLEY,Apollo AG-1 Gyro,AG1,Gyrocopter,Piston,1,L
HARBIN,H-410 Haitun,AS65,Helicopter,Turboprop/Turboshaft,2,L
HARBIN,H-425 Haitun,AS65,Helicopter,Turboprop/Turboshaft,2,L
HARBIN,HC-120,EC20,Helicopter,Turboprop/Turboshaft,1,L
HARBIN,WZ-9 Haitun,AS65,Helicopter,Turboprop/Turboshaft,2,L
HARBIN,Z-5,MI4,Helicopter,Piston,1,L
HARBIN,Z-5 Xuanfeng,MI4,Helicopter,Piston,1,L
HARBIN,Z-9 Haitun,AS65,Helicopter,Turboprop/Turboshaft,2,L
HAWKER DE HAVILLAND,S-70 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
HELI-SPORT,CH-7 Kompress,CH7,Helicopter,Piston,1,L
HELIBRAS,AS-365 Dauphin 2,AS65,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,AS-565 Panther,AS65,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,CH-55 Esquilo,AS55,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,HA-1 Esquilo,AS50,Helicopter,Turboprop/Turboshaft,1,L
HELIBRAS,HB-315 Gaviao,LAMA,Helicopter,Turboprop/Turboshaft,1,L
HELIBRAS,HB-350 Esquilo,AS50,Helicopter,Turboprop/Turboshaft,1,L
HELIBRAS,HB-355 Esquilo,AS55,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,HM-1 Panther,AS65,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,UH-12 Esquilo,AS50,Helicopter,Turboprop/Turboshaft,1,L
HELIBRAS,UH-13 Esquilo,AS55,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,VH-55 Esquilo,AS55,Helicopter,Turboprop/Turboshaft,2,L
HELIBRAS,H-50 Esquilo,AS50,Helicopter,Turboprop/Turboshaft,1,L
HELICOM,H-1 Commuter,COMU,Helicopter,Piston,1,L
HELIPRO,S-61 Shortsky,S61,Helicopter,Turboprop/Turboshaft,2,M
HELIVERT,AW-139,A139,Helicopter,Turboprop/Turboshaft,2,L
HELOWERKS,HX-2 Wasp,HX2,Helicopter,Turboprop/Turboshaft,1,L
HESA,Shahed 278,S278,Helicopter,Turboprop/Turboshaft,1,L
HESA,Shahed OH-78,S278,Helicopter,Turboprop/Turboshaft,1,L
HESA,Shahed 285,S285,Helicopter,Turboprop/Turboshaft,1,L
HESA,Shahed AH-85,S285,Helicopter,Turboprop/Turboshaft,1,L
HILLBERG,EH1-01 Rotormouse,RMOU,Helicopter,Turboprop/Turboshaft,1,L
HILLER,FH-1100,FH11,Helicopter,Turboprop/Turboshaft,1,L
HILLER,H-23 Raven,UH12,Helicopter,Piston,1,L
HILLER,HTE Raven,UH12,Helicopter,Piston,1,L
HILLER,OH-23 Raven,UH12,Helicopter,Piston,1,L
HILLER,UH-12B,UH12,Helicopter,Piston,1,L
HILLER,UH-12C,UH12,Helicopter,Piston,1,L
HILLER,UH-12E,UH12,Helicopter,Piston,1,L
HILLER,UH-12E3,UH12,Helicopter,Piston,1,L
HILLER,UH-12E3T,H12T,Helicopter,Turboprop/Turboshaft,1,L
HILLER,UH-12E4,UH12,Helicopter,Piston,1,L
HILLER,UH-12E4T,H12T,Helicopter,Turboprop/Turboshaft,1,L
HILLER,UH-12E5,UH12,Helicopter,Piston,1,L
HILLER,UH-12ET,H12T,Helicopter,Turboprop/Turboshaft,1,L
HILLER,UH-12L3,UH12,Helicopter,Piston,1,L
HILLER,UH-12L4,UH12,Helicopter,Piston,1,L
HILLER,UH-12SL3,UH12,Helicopter,Piston,1,L
HILLER,UH-12SL4,UH12,Helicopter,Piston,1,L
HINDUSTAN,ALH Dhruv,ALH,Helicopter,Turboprop/Turboshaft,2,L
HINDUSTAN,SA-315 Cheetah,LAMA,Helicopter,Turboprop/Turboshaft,1,L
HINDUSTAN,SA-315 Cheetal,LAMA,Helicopter,Turboprop/Turboshaft,1,L
HINDUSTAN,SA-315 Lancer,LAMA,Helicopter,Turboprop/Turboshaft,1,L
HINDUSTAN,SA-316 Chetak,ALO3,Helicopter,Turboprop/Turboshaft,1,L
HINDUSTAN,SA-316 Chetan,ALO3,Helicopter,Turboprop/Turboshaft,1,L
HINDUSTAN,SE-3160 Chetak,ALO3,Helicopter,Turboprop/Turboshaft,1,L
HINDUSTAN,LCH,LCH,Helicopter,Turboprop/Turboshaft,2,L
HOLLMANN,HA-2 Sportster,HA2,Gyrocopter,Piston,1,L
HONGDU MD HELICOPTERS,MD-600N,MD60,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,269 Sky Knight,H269,Helicopter,Piston,1,L
HUGHES,280,H269,Helicopter,Piston,1,L
HUGHES,300,H269,Helicopter,Piston,1,L
HUGHES,300 Sky Knight,H269,Helicopter,Piston,1,L
HUGHES,369,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,500,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,500 Defender,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,530F,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,AH-6C,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,AH-6G,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,AH-64 Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
HUGHES,Hkp5,H269,Helicopter,Piston,1,L
HUGHES,JAH-64 Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
HUGHES,MH-6B,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,MH-6C,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,MH-6E,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,MH-6H,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,OH-6 Cayuse,H500,Helicopter,Turboprop/Turboshaft,1,L
HUGHES,TH-55 Osage,H269,Helicopter,Piston,1,L
HUGHES,TH-300,H269,Helicopter,Piston,1,L
HUGHES,77 Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
HUGHES,200,H269,Helicopter,Piston,1,L
HUGHES,269,H269,Helicopter,Piston,1,L
HUZHOU TAIXIANG,Exec,EXEC,Helicopter,Piston,1,L
HYNES,H-2,BRB2,Helicopter,Piston,1,L
HYUNDAI,BK-117,BK17,Helicopter,Turboprop/Turboshaft,2,L
IAR,IAR-330 Puma,PUMA,Helicopter,Turboprop/Turboshaft,2,L
ICA,Ka-126,K126,Helicopter,Turboprop/Turboshaft,1,L
ICA,IAR-316 Alouette 3,ALO3,Helicopter,Turboprop/Turboshaft,1,L
INSTYTUT LOTNICTWA,IS-2,IS2,Helicopter,Piston,1,L
INTERNATIONAL HELICOPTERS,H-1 Commuter,COMU,Helicopter,Piston,1,L
IRGC,Shahed 274,S274,Helicopter,Turboprop/Turboshaft,1,L
IRKUT,A-002,A002,Gyrocopter,Piston,1,L
JAG HELICOPTER,JAG,JAG2,Helicopter,Turboprop/Turboshaft,1,L
JIANGXI CHANGHE-AGUSTA,CA-109 Power,A109,Helicopter,Turboprop/Turboshaft,2,L
KAMAN,H-43A,H43A,Helicopter,Piston,1,L
KAMAN,HH-43A,H43A,Helicopter,Piston,1,L
KAMAN,HH-43B Huskie,H43B,Helicopter,Turboprop/Turboshaft,1,L
KAMAN,HH-43F Huskie,H43B,Helicopter,Turboprop/Turboshaft,1,L
KAMAN,HOK,H43A,Helicopter,Piston,1,L
KAMAN,HUK,H43A,Helicopter,Piston,1,L
KAMAN,K-20 Seasprite,H2,Helicopter,Turboprop/Turboshaft,2,L
KAMAN,K-600,H43A,Helicopter,Piston,1,L
KAMAN,K-600-3 Huskie,H43B,Helicopter,Turboprop/Turboshaft,1,L
KAMAN,K-600-5 Huskie,H43B,Helicopter,Turboprop/Turboshaft,1,L
KAMAN,K-894 Super Seasprite,H2,Helicopter,Turboprop/Turboshaft,2,L
KAMAN,K-1200 K-Max,KMAX,Helicopter,Turboprop/Turboshaft,1,L
KAMAN,OH-43,H43A,Helicopter,Piston,1,L
KAMAN,SH-2 Seasprite,H2,Helicopter,Turboprop/Turboshaft,2,L
KAMAN,SH-2 Super Seasprite,H2,Helicopter,Turboprop/Turboshaft,2,L
KAMAN,UH-43,H43A,Helicopter,Piston,1,L
KAMOV,Ka-25,KA25,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-26,KA26,Helicopter,Piston,2,L
KAMOV,Ka-27,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-28,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-29,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-31,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-32,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-50 Black Shark,KA50,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-50 Chernaya Akula,KA50,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-50 Werewolf,KA50,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-52 Alligator,KA52,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-60 Kasatka,KA62,Helicopter,Turboprop/Turboshaft,2,L
KAMOV,Ka-62,KA62,Helicopter,Turboprop/Turboshaft,2,L
KAMOV,Ka-126,K126,Helicopter,Turboprop/Turboshaft,1,L
KAMOV,Ka-226 Sergei,K226,Helicopter,Turboprop/Turboshaft,2,L
KAMOV,HH-32,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAMOV,Ka-252,KA27,Helicopter,Turboprop/Turboshaft,2,M
KAWASAKI,47G,B47G,Helicopter,Piston,1,L
KAWASAKI,369,H500,Helicopter,Turboprop/Turboshaft,1,L
KAWASAKI,500,H500,Helicopter,Turboprop/Turboshaft,1,L
KAWASAKI,CH-47 Chinook,H47,Helicopter,Turboprop/Turboshaft,2,M
KAWASAKI,Hkp4,H46,Helicopter,Turboprop/Turboshaft,2,M
KAWASAKI,KH-4,KH4,Helicopter,Piston,1,L
KAWASAKI,KHI-01,EH10,Helicopter,Turboprop/Turboshaft,3,M
KAWASAKI,KV-107,H46,Helicopter,Turboprop/Turboshaft,2,M
KAWASAKI,OH-1,OH1,Helicopter,Turboprop/Turboshaft,2,L
KAWASAKI,OH-6,H500,Helicopter,Turboprop/Turboshaft,1,L
KAWASAKI,TH-55,H269,Helicopter,Piston,1,L
KAWASAKI,CH-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
KAWASAKI,MCH-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
KAZAN,Ansat,ANST,Helicopter,Turboprop/Turboshaft,2,L
KAZAN,Ansat 2RT,A2RT,Helicopter,Turboprop/Turboshaft,2,L
KEYSTONE,S-76,S76,Helicopter,Turboprop/Turboshaft,2,L
KOPTER,SH-09,SH09,Helicopter,Turboprop/Turboshaft,1,L
KOREA AEROSPACE,BO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
KOREA AEROSPACE,SB-427,B427,Helicopter,Turboprop/Turboshaft,2,L
KOREA AEROSPACE,KUH-1 Surion,SURN,Helicopter,Turboprop/Turboshaft,2,M
KOREA AEROSPACE,MUH-1 Marineon,SURN,Helicopter,Turboprop/Turboshaft,2,M
KOREA AEROSPACE,LAH,EC55,Helicopter,Turboprop/Turboshaft,2,L
KOREA AEROSPACE,LCH,EC55,Helicopter,Turboprop/Turboshaft,2,L
KOREAN AIR,369,H500,Helicopter,Turboprop/Turboshaft,1,L
KOREAN AIR,500,H500,Helicopter,Turboprop/Turboshaft,1,L
KOREAN AIR,500 Defender,H500,Helicopter,Turboprop/Turboshaft,1,L
KOREAN AIR,520MK Black Tiger,H500,Helicopter,Turboprop/Turboshaft,1,L
KOREAN AIR,UH-60 Black Hawk,H60,Helicopter,Turboprop/Turboshaft,2,M
LEONARDO,MH-139 Grey Wolf,A139,Helicopter,Turboprop/Turboshaft,2,L
LEONARDO,TH-73 Thrasher,A119,Helicopter,Turboprop/Turboshaft,1,L
LEONARDO,ICH-47 Chinook,H47,Helicopter,Turboprop/Turboshaft,2,M
LEONARDO,AW-109 GrandNew,A109,Helicopter,Turboprop/Turboshaft,2,L
LEONARDO,AW-109 Trekker,A109,Helicopter,Turboprop/Turboshaft,2,L
LEONARDO,AW-159 Lynx Wildcat,LYNX,Helicopter,Turboprop/Turboshaft,2,L
LEONARDO,AW-159 Wildcat,LYNX,Helicopter,Turboprop/Turboshaft,2,L
LEONARDO,AW-119 Koala,A119,Helicopter,Turboprop/Turboshaft,1,L
LEONARDO,AW-139,A139,Helicopter,Turboprop/Turboshaft,2,L
LEONARDO,AW-189,A189,Helicopter,Turboprop/Turboshaft,2,M
LEONARDO,AW-101,EH10,Helicopter,Turboprop/Turboshaft,3,M
LEONARDO,HH-101 Caesar,EH10,Helicopter,Turboprop/Turboshaft,3,M
LEONARDO,AW-149,A149,Helicopter,Turboprop/Turboshaft,2,M
LEONARDO,AW-169,A169,Helicopter,Turboprop/Turboshaft,2,L
LICHTWERK,SE-3160 Alouette 3,ALO3,Helicopter,Turboprop/Turboshaft,1,L
LITTLE WING,LW-4 Roto-Pup,RPUP,Gyrocopter,Piston,1,L
LITTLE WING,LW-5 Roto-Pup,RPUP,Gyrocopter,Piston,1,L
LOAD RANGER,2000,LR2T,Helicopter,Turboprop/Turboshaft,1,L
LOT,AS-350 Ecureuil,AS50,Helicopter,Turboprop/Turboshaft,1,L
MAD MAX AERO,Mad Max,MMAX,Gyrocopter,Piston,1,L
MAGNI,M-14 Scout,MM14,Gyrocopter,Piston,1,L
MAGNI,M-16 Tandem Trainer,MM16,Gyrocopter,Piston,1,L
MAGNI,M-19 Shark,MM19,Gyrocopter,Piston,1,L
MAGNI,M-21,MM21,Gyrocopter,Piston,1,L
MAGNI,M-22 Voyager,MM22,Gyrocopter,Piston,1,L
MAGNI,M-24 Orion,MM24,Gyrocopter,Piston,1,L
MBB,BO-105,B105,Helicopter,Turboprop/Turboshaft,2,L
MBB,BO-105 Twin Jet,B105,Helicopter,Turboprop/Turboshaft,2,L
MBB,Hkp9,B105,Helicopter,Turboprop/Turboshaft,2,L
MBB-KAWASAKI,BK-117,BK17,Helicopter,Turboprop/Turboshaft,2,L
MCDONNELL DOUGLAS,AH-6G,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,AH-6J,MD52,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,AH-64 Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
MCDONNELL DOUGLAS,AH-64 Longbow Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
MCDONNELL DOUGLAS,AH-64 Pethen,H64,Helicopter,Turboprop/Turboshaft,2,M
MCDONNELL DOUGLAS,JAH-64 Apache,H64,Helicopter,Turboprop/Turboshaft,2,M
MCDONNELL DOUGLAS,MD-500,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-500 Defender,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-500 Nightfox,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-520N,MD52,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-530F Lifter,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-530MG Defender,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-530MG Nightfox,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-530N,MD52,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-600N,MD60,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MD-900 Combat Explorer,EXPL,Helicopter,Turboprop/Turboshaft,2,L
MCDONNELL DOUGLAS,MD-900 Explorer,EXPL,Helicopter,Turboprop/Turboshaft,2,L
MCDONNELL DOUGLAS,MD-902 Explorer,EXPL,Helicopter,Turboprop/Turboshaft,2,L
MCDONNELL DOUGLAS,MH-6H,H500,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MH-6J,MD52,Helicopter,Turboprop/Turboshaft,1,L
MCDONNELL DOUGLAS,MH-90 Enforcer,EXPL,Helicopter,Turboprop/Turboshaft,2,L
MD HELICOPTERS,MD-500,H500,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,AH-6I,H500,Helicopter,Turboprop/Turboshaft,1,L
MD HELICOPTERS,MD-500 Defender,H500,Helicopter,Turboprop/Turboshaft,1,L
